TimeUTC,TimeDK,RegionName,ConsumerCategory2,ConsumerCategory3,ConsumptionkWh
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,109574.149
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Midtjylland,Privat,Privat,262852.372
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Nordjylland,Erhverv,Erhverv,434623.031
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,50003.235
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Nordjylland,Privat,Privat,128870.264
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Sjælland,Erhverv,Erhverv,507686.496
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Sjælland,Erhverv,Offentlige foretagender,69042.473
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Sjælland,Privat,Privat,223802.583
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Syddanmark,Erhverv,Erhverv,987300.864
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,99328.552
2025-12-03T10:00:00,2025-12-03T11:00:00,Region Syddanmark,Privat,Privat,251640.795
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Hovedstaden,Erhverv,Erhverv,855874.861
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,168267.869
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Hovedstaden,Privat,Privat,306169.759
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Midtjylland,Erhverv,Erhverv,933260.103
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,108884.986
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Midtjylland,Privat,Privat,261076.345
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Nordjylland,Erhverv,Erhverv,440827.789
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,51155.896
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Nordjylland,Privat,Privat,128049.345
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Sjælland,Erhverv,Erhverv,517231.2
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Sjælland,Erhverv,Offentlige foretagender,70849.122
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Sjælland,Privat,Privat,222476.293
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Syddanmark,Erhverv,Erhverv,998062.991
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,100063.683
2025-12-03T09:00:00,2025-12-03T10:00:00,Region Syddanmark,Privat,Privat,250835.671
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Hovedstaden,Erhverv,Erhverv,853585.115
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,163859.351
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Hovedstaden,Privat,Privat,306490.136
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Midtjylland,Erhverv,Erhverv,943648.896
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,107966.753
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Midtjylland,Privat,Privat,264602.391
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Nordjylland,Erhverv,Erhverv,431646.082
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,50135.632
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Nordjylland,Privat,Privat,128728.062
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Sjælland,Erhverv,Erhverv,522636.049
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Sjælland,Erhverv,Offentlige foretagender,69403.514
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Sjælland,Privat,Privat,223702.91
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Syddanmark,Erhverv,Erhverv,994394.425
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,97636.967
2025-12-03T08:00:00,2025-12-03T09:00:00,Region Syddanmark,Privat,Privat,254071.652
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Hovedstaden,Erhverv,Erhverv,791152.782
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,160139.654
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Hovedstaden,Privat,Privat,308081.755
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Midtjylland,Erhverv,Erhverv,899910.777
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,106281.248
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Midtjylland,Privat,Privat,264100.953
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Nordjylland,Erhverv,Erhverv,432350.969
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,50068.361
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Nordjylland,Privat,Privat,128355.933
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Sjælland,Erhverv,Erhverv,494737.248
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Sjælland,Erhverv,Offentlige foretagender,67283.83
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Sjælland,Privat,Privat,224269.622
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Syddanmark,Erhverv,Erhverv,980103.815
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,97767.763
2025-12-03T07:00:00,2025-12-03T08:00:00,Region Syddanmark,Privat,Privat,254221.939
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Hovedstaden,Erhverv,Erhverv,739731.699
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,145688.731
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Hovedstaden,Privat,Privat,312478.692
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Midtjylland,Erhverv,Erhverv,850702.88
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,94890.5
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Midtjylland,Privat,Privat,268689.905
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Nordjylland,Erhverv,Erhverv,410297.048
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,44503.456
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Nordjylland,Privat,Privat,128874.127
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Sjælland,Erhverv,Erhverv,485304.849
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Sjælland,Erhverv,Offentlige foretagender,62538.456
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Sjælland,Privat,Privat,227693.558
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Syddanmark,Erhverv,Erhverv,942761.137
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,85682.595
2025-12-03T06:00:00,2025-12-03T07:00:00,Region Syddanmark,Privat,Privat,257738.67
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Hovedstaden,Erhverv,Erhverv,636861.005
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,117341.606
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Hovedstaden,Privat,Privat,276001.341
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Midtjylland,Erhverv,Erhverv,744002.614
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,71917.881
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Midtjylland,Privat,Privat,251186.428
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Nordjylland,Erhverv,Erhverv,369209.461
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,35642.615
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Nordjylland,Privat,Privat,121214.941
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Sjælland,Erhverv,Erhverv,435912.657
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Sjælland,Erhverv,Offentlige foretagender,51720.773
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Sjælland,Privat,Privat,217542.108
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Syddanmark,Erhverv,Erhverv,864882.694
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,65949.329
2025-12-03T05:00:00,2025-12-03T06:00:00,Region Syddanmark,Privat,Privat,242091.912
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Hovedstaden,Erhverv,Erhverv,558313.911
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,95063.895
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Hovedstaden,Privat,Privat,242619.185
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Midtjylland,Erhverv,Erhverv,667842.934
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,53965.174
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Midtjylland,Privat,Privat,233273.065
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Nordjylland,Erhverv,Erhverv,331651.975
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,26839.554
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Nordjylland,Privat,Privat,112557.965
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Sjælland,Erhverv,Erhverv,409579.922
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Sjælland,Erhverv,Offentlige foretagender,40859.786
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Sjælland,Privat,Privat,208987.17
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Syddanmark,Erhverv,Erhverv,818436.89
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,50900.503
2025-12-03T04:00:00,2025-12-03T05:00:00,Region Syddanmark,Privat,Privat,223618.899
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Hovedstaden,Erhverv,Erhverv,508865.622
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,86397.04
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Hovedstaden,Privat,Privat,270346.186
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Midtjylland,Erhverv,Erhverv,627615.254
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,48498.296
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Midtjylland,Privat,Privat,299999.601
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Nordjylland,Erhverv,Erhverv,313657.778
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,24307.971
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Nordjylland,Privat,Privat,138974.163
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Sjælland,Erhverv,Erhverv,373732.446
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Sjælland,Erhverv,Offentlige foretagender,35263.859
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Sjælland,Privat,Privat,245418.719
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Syddanmark,Erhverv,Erhverv,791299.915
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,45482.911
2025-12-03T03:00:00,2025-12-03T04:00:00,Region Syddanmark,Privat,Privat,278292.052
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Hovedstaden,Erhverv,Erhverv,493810.631
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,84359.756
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Hovedstaden,Privat,Privat,303290.822
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Midtjylland,Erhverv,Erhverv,606708.687
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,46707.158
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Midtjylland,Privat,Privat,355621.244
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Nordjylland,Erhverv,Erhverv,310001.44
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,23608.634
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Nordjylland,Privat,Privat,161692.221
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Sjælland,Erhverv,Erhverv,362703.625
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Sjælland,Erhverv,Offentlige foretagender,34101.199
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Sjælland,Privat,Privat,280230.1
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Syddanmark,Erhverv,Erhverv,744092.956
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,43815.226
2025-12-03T02:00:00,2025-12-03T03:00:00,Region Syddanmark,Privat,Privat,323789.987
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Hovedstaden,Erhverv,Erhverv,498312.678
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,84202.779
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Hovedstaden,Privat,Privat,315836.813
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Midtjylland,Erhverv,Erhverv,607213.913
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,46813.14
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Midtjylland,Privat,Privat,379754.597
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Nordjylland,Erhverv,Erhverv,311344.842
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,23562.726
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Nordjylland,Privat,Privat,172226.594
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Sjælland,Erhverv,Erhverv,362501.527
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Sjælland,Erhverv,Offentlige foretagender,33893.672
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Sjælland,Privat,Privat,285731.121
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Syddanmark,Erhverv,Erhverv,771312.433
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,43745.369
2025-12-03T01:00:00,2025-12-03T02:00:00,Region Syddanmark,Privat,Privat,344495.009
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Hovedstaden,Erhverv,Erhverv,496188.131
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,85365.43
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Hovedstaden,Privat,Privat,349389.466
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Midtjylland,Erhverv,Erhverv,612812.582
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,47611.19
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Midtjylland,Privat,Privat,411517.191
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Nordjylland,Erhverv,Erhverv,310702.605
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,23836.746
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Nordjylland,Privat,Privat,185683.037
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Sjælland,Erhverv,Erhverv,371155.62
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Sjælland,Erhverv,Offentlige foretagender,34620.031
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Sjælland,Privat,Privat,315121.726
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Syddanmark,Erhverv,Erhverv,761662.064
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,44262.198
2025-12-03T00:00:00,2025-12-03T01:00:00,Region Syddanmark,Privat,Privat,371469.027
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Hovedstaden,Erhverv,Erhverv,538354.311
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,86995.683
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Hovedstaden,Privat,Privat,349986.029
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Midtjylland,Erhverv,Erhverv,624248.733
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,49628.996
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Midtjylland,Privat,Privat,367405.436
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Nordjylland,Erhverv,Erhverv,309681.253
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,24644.54
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Nordjylland,Privat,Privat,167607.904
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Sjælland,Erhverv,Erhverv,372039.647
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Sjælland,Erhverv,Offentlige foretagender,35631.159
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Sjælland,Privat,Privat,313122.27
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Syddanmark,Erhverv,Erhverv,782719.587
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,45568.6
2025-12-02T23:00:00,2025-12-03T00:00:00,Region Syddanmark,Privat,Privat,335354.261
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Hovedstaden,Erhverv,Erhverv,525869.025
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,89788.143
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Hovedstaden,Privat,Privat,314550.85
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Midtjylland,Erhverv,Erhverv,640532.682
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,51591.011
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Midtjylland,Privat,Privat,306892.576
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Nordjylland,Erhverv,Erhverv,321917.027
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,25609.19
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Nordjylland,Privat,Privat,144994.059
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Sjælland,Erhverv,Erhverv,371839.707
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Sjælland,Erhverv,Offentlige foretagender,36866.674
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Sjælland,Privat,Privat,244434.693
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Syddanmark,Erhverv,Erhverv,768964.988
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,47397.886
2025-12-02T22:00:00,2025-12-02T23:00:00,Region Syddanmark,Privat,Privat,285248.955
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Hovedstaden,Erhverv,Erhverv,556892.776
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,94039.584
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Hovedstaden,Privat,Privat,360309.258
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Midtjylland,Erhverv,Erhverv,664240.259
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,54139.978
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Midtjylland,Privat,Privat,347718.261
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Nordjylland,Erhverv,Erhverv,341271.099
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,26568.234
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Nordjylland,Privat,Privat,162687.055
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Sjælland,Erhverv,Erhverv,381300.695
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Sjælland,Erhverv,Offentlige foretagender,38497.086
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Sjælland,Privat,Privat,271014.787
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Syddanmark,Erhverv,Erhverv,808363.037
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,50126.753
2025-12-02T21:00:00,2025-12-02T22:00:00,Region Syddanmark,Privat,Privat,320833.725
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Hovedstaden,Erhverv,Erhverv,606834.557
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,102294.729
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Hovedstaden,Privat,Privat,389788.727
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Midtjylland,Erhverv,Erhverv,679572.561
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,60356.238
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Midtjylland,Privat,Privat,347766.947
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Nordjylland,Erhverv,Erhverv,349965.563
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,29188.5
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Nordjylland,Privat,Privat,163152.401
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Sjælland,Erhverv,Erhverv,409729.49
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Sjælland,Erhverv,Offentlige foretagender,42023.593
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Sjælland,Privat,Privat,273671.002
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Syddanmark,Erhverv,Erhverv,827733.093
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,55456.414
2025-12-02T20:00:00,2025-12-02T21:00:00,Region Syddanmark,Privat,Privat,322081.812
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Hovedstaden,Erhverv,Erhverv,632512.852
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,109445.459
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Hovedstaden,Privat,Privat,415468.104
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Midtjylland,Erhverv,Erhverv,714975.733
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,64987.932
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Midtjylland,Privat,Privat,362948.297
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Nordjylland,Erhverv,Erhverv,358078.493
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,31360.81
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Nordjylland,Privat,Privat,170781.385
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Sjælland,Erhverv,Erhverv,425459.655
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Sjælland,Erhverv,Offentlige foretagender,45107.737
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Sjælland,Privat,Privat,282334.977
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Syddanmark,Erhverv,Erhverv,834819.712
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,60211.994
2025-12-02T19:00:00,2025-12-02T20:00:00,Region Syddanmark,Privat,Privat,337210.308
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Hovedstaden,Erhverv,Erhverv,676167.152
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,116597.251
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Hovedstaden,Privat,Privat,451909.046
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Midtjylland,Erhverv,Erhverv,741852.528
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,69718.053
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Midtjylland,Privat,Privat,391309.483
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Nordjylland,Erhverv,Erhverv,359126.679
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,33220.919
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Nordjylland,Privat,Privat,183453.852
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Sjælland,Erhverv,Erhverv,444236.784
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Sjælland,Erhverv,Offentlige foretagender,48596.968
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Sjælland,Privat,Privat,301593.808
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Syddanmark,Erhverv,Erhverv,837957.136
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,66628.636
2025-12-02T18:00:00,2025-12-02T19:00:00,Region Syddanmark,Privat,Privat,362688.934
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Hovedstaden,Erhverv,Erhverv,706756.835
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,122338.742
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Hovedstaden,Privat,Privat,498437.176
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Midtjylland,Erhverv,Erhverv,762871.524
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,74294.752
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Midtjylland,Privat,Privat,437649.505
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Nordjylland,Erhverv,Erhverv,369081.852
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,34886.01
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Nordjylland,Privat,Privat,205648.861
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Sjælland,Erhverv,Erhverv,463282.585
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Sjælland,Erhverv,Offentlige foretagender,51435.066
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Sjælland,Privat,Privat,331148.91
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Syddanmark,Erhverv,Erhverv,849623.358
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,69361.568
2025-12-02T17:00:00,2025-12-02T18:00:00,Region Syddanmark,Privat,Privat,405310.239
2025-12-02T16:00:00,2025-12-02T17:00:00,Region Hovedstaden,Erhverv,Erhverv,743577.175
2025-12-02T16:00:00,2025-12-02T17:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,130733.002
