TimeUTC,TimeDK,HousingCategory,HeatingCategory,ConsumptionkWh
2025-09-19T09:00:00,2025-09-19T11:00:00,Andet,Andet,36224.211
2025-09-19T09:00:00,2025-09-19T11:00:00,Andet,Elvarme eller varmepumpe,3211.21
2025-09-19T09:00:00,2025-09-19T11:00:00,Etageejendom,Andet,153087.431
2025-09-19T09:00:00,2025-09-19T11:00:00,Etageejendom,Elvarme eller varmepumpe,2648.764
2025-09-19T09:00:00,2025-09-19T11:00:00,Fritidshuse,Andet,4517.471
2025-09-19T09:00:00,2025-09-19T11:00:00,Fritidshuse,Elvarme eller varmepumpe,45785.277
2025-09-19T09:00:00,2025-09-19T11:00:00,Parcel- og rækkehuse,Andet,395102.716
2025-09-19T09:00:00,2025-09-19T11:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,124519.993
2025-09-19T09:00:00,2025-09-19T11:00:00,Ukendt,Andet,78159.868
2025-09-19T09:00:00,2025-09-19T11:00:00,Ukendt,Elvarme eller varmepumpe,24920.921
2025-09-19T08:00:00,2025-09-19T10:00:00,Andet,Andet,35119.23
2025-09-19T08:00:00,2025-09-19T10:00:00,Andet,Elvarme eller varmepumpe,3208.407
2025-09-19T08:00:00,2025-09-19T10:00:00,Etageejendom,Andet,146316.07
2025-09-19T08:00:00,2025-09-19T10:00:00,Etageejendom,Elvarme eller varmepumpe,2551.249
2025-09-19T08:00:00,2025-09-19T10:00:00,Fritidshuse,Andet,4458.94
2025-09-19T08:00:00,2025-09-19T10:00:00,Fritidshuse,Elvarme eller varmepumpe,46318.473
2025-09-19T08:00:00,2025-09-19T10:00:00,Parcel- og rækkehuse,Andet,356950.687
2025-09-19T08:00:00,2025-09-19T10:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,116895.739
2025-09-19T08:00:00,2025-09-19T10:00:00,Ukendt,Andet,70246.507
2025-09-19T08:00:00,2025-09-19T10:00:00,Ukendt,Elvarme eller varmepumpe,23408.136
2025-09-19T07:00:00,2025-09-19T09:00:00,Andet,Andet,34941.454
2025-09-19T07:00:00,2025-09-19T09:00:00,Andet,Elvarme eller varmepumpe,3256.413
2025-09-19T07:00:00,2025-09-19T09:00:00,Etageejendom,Andet,143140.1
2025-09-19T07:00:00,2025-09-19T09:00:00,Etageejendom,Elvarme eller varmepumpe,2644.71
2025-09-19T07:00:00,2025-09-19T09:00:00,Fritidshuse,Andet,4683.801
2025-09-19T07:00:00,2025-09-19T09:00:00,Fritidshuse,Elvarme eller varmepumpe,48437.788
2025-09-19T07:00:00,2025-09-19T09:00:00,Parcel- og rækkehuse,Andet,349260.159
2025-09-19T07:00:00,2025-09-19T09:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,119837.995
2025-09-19T07:00:00,2025-09-19T09:00:00,Ukendt,Andet,68602.668
2025-09-19T07:00:00,2025-09-19T09:00:00,Ukendt,Elvarme eller varmepumpe,24001.762
2025-09-19T06:00:00,2025-09-19T08:00:00,Andet,Andet,35295.21
2025-09-19T06:00:00,2025-09-19T08:00:00,Andet,Elvarme eller varmepumpe,3178.33
2025-09-19T06:00:00,2025-09-19T08:00:00,Etageejendom,Andet,138864.571
2025-09-19T06:00:00,2025-09-19T08:00:00,Etageejendom,Elvarme eller varmepumpe,2602.711
2025-09-19T06:00:00,2025-09-19T08:00:00,Fritidshuse,Andet,4745.757
2025-09-19T06:00:00,2025-09-19T08:00:00,Fritidshuse,Elvarme eller varmepumpe,47514.852
2025-09-19T06:00:00,2025-09-19T08:00:00,Parcel- og rækkehuse,Andet,347853.349
2025-09-19T06:00:00,2025-09-19T08:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,126191.431
2025-09-19T06:00:00,2025-09-19T08:00:00,Ukendt,Andet,68263.026
2025-09-19T06:00:00,2025-09-19T08:00:00,Ukendt,Elvarme eller varmepumpe,25611.893
2025-09-19T05:00:00,2025-09-19T07:00:00,Andet,Andet,35372.107
2025-09-19T05:00:00,2025-09-19T07:00:00,Andet,Elvarme eller varmepumpe,3012.036
2025-09-19T05:00:00,2025-09-19T07:00:00,Etageejendom,Andet,132158.506
2025-09-19T05:00:00,2025-09-19T07:00:00,Etageejendom,Elvarme eller varmepumpe,2596.198
2025-09-19T05:00:00,2025-09-19T07:00:00,Fritidshuse,Andet,4332.75
2025-09-19T05:00:00,2025-09-19T07:00:00,Fritidshuse,Elvarme eller varmepumpe,40581.128
2025-09-19T05:00:00,2025-09-19T07:00:00,Parcel- og rækkehuse,Andet,351807.962
2025-09-19T05:00:00,2025-09-19T07:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,135845.894
2025-09-19T05:00:00,2025-09-19T07:00:00,Ukendt,Andet,68675.755
2025-09-19T05:00:00,2025-09-19T07:00:00,Ukendt,Elvarme eller varmepumpe,27663.65
2025-09-19T04:00:00,2025-09-19T06:00:00,Andet,Andet,31825.801
2025-09-19T04:00:00,2025-09-19T06:00:00,Andet,Elvarme eller varmepumpe,2643.046
2025-09-19T04:00:00,2025-09-19T06:00:00,Etageejendom,Andet,108186.983
2025-09-19T04:00:00,2025-09-19T06:00:00,Etageejendom,Elvarme eller varmepumpe,2257.301
2025-09-19T04:00:00,2025-09-19T06:00:00,Fritidshuse,Andet,3506.594
2025-09-19T04:00:00,2025-09-19T06:00:00,Fritidshuse,Elvarme eller varmepumpe,32639.571
2025-09-19T04:00:00,2025-09-19T06:00:00,Parcel- og rækkehuse,Andet,309592.526
2025-09-19T04:00:00,2025-09-19T06:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,128506.659
2025-09-19T04:00:00,2025-09-19T06:00:00,Ukendt,Andet,59878.573
2025-09-19T04:00:00,2025-09-19T06:00:00,Ukendt,Elvarme eller varmepumpe,25302.078
2025-09-19T03:00:00,2025-09-19T05:00:00,Andet,Andet,26312.043
2025-09-19T03:00:00,2025-09-19T05:00:00,Andet,Elvarme eller varmepumpe,2331.353
2025-09-19T03:00:00,2025-09-19T05:00:00,Etageejendom,Andet,84381.507
2025-09-19T03:00:00,2025-09-19T05:00:00,Etageejendom,Elvarme eller varmepumpe,1904.494
2025-09-19T03:00:00,2025-09-19T05:00:00,Fritidshuse,Andet,3069.768
2025-09-19T03:00:00,2025-09-19T05:00:00,Fritidshuse,Elvarme eller varmepumpe,29307.299
2025-09-19T03:00:00,2025-09-19T05:00:00,Parcel- og rækkehuse,Andet,252438.262
2025-09-19T03:00:00,2025-09-19T05:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,107592.856
2025-09-19T03:00:00,2025-09-19T05:00:00,Ukendt,Andet,47887.909
2025-09-19T03:00:00,2025-09-19T05:00:00,Ukendt,Elvarme eller varmepumpe,20769.697
2025-09-19T02:00:00,2025-09-19T04:00:00,Andet,Andet,25631.236
2025-09-19T02:00:00,2025-09-19T04:00:00,Andet,Elvarme eller varmepumpe,2367.623
2025-09-19T02:00:00,2025-09-19T04:00:00,Etageejendom,Andet,79063.102
2025-09-19T02:00:00,2025-09-19T04:00:00,Etageejendom,Elvarme eller varmepumpe,1748.055
2025-09-19T02:00:00,2025-09-19T04:00:00,Fritidshuse,Andet,2912.217
2025-09-19T02:00:00,2025-09-19T04:00:00,Fritidshuse,Elvarme eller varmepumpe,29216.176
2025-09-19T02:00:00,2025-09-19T04:00:00,Parcel- og rækkehuse,Andet,279941.285
2025-09-19T02:00:00,2025-09-19T04:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,110514.583
2025-09-19T02:00:00,2025-09-19T04:00:00,Ukendt,Andet,52558.09
2025-09-19T02:00:00,2025-09-19T04:00:00,Ukendt,Elvarme eller varmepumpe,20771.857
2025-09-19T01:00:00,2025-09-19T03:00:00,Andet,Andet,28265.947
2025-09-19T01:00:00,2025-09-19T03:00:00,Andet,Elvarme eller varmepumpe,2541.139
2025-09-19T01:00:00,2025-09-19T03:00:00,Etageejendom,Andet,81547.916
2025-09-19T01:00:00,2025-09-19T03:00:00,Etageejendom,Elvarme eller varmepumpe,1765.355
2025-09-19T01:00:00,2025-09-19T03:00:00,Fritidshuse,Andet,3114.616
2025-09-19T01:00:00,2025-09-19T03:00:00,Fritidshuse,Elvarme eller varmepumpe,31009.579
2025-09-19T01:00:00,2025-09-19T03:00:00,Parcel- og rækkehuse,Andet,374969.994
2025-09-19T01:00:00,2025-09-19T03:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,132492.111
2025-09-19T01:00:00,2025-09-19T03:00:00,Ukendt,Andet,68825.642
2025-09-19T01:00:00,2025-09-19T03:00:00,Ukendt,Elvarme eller varmepumpe,23950.894
2025-09-19T00:00:00,2025-09-19T02:00:00,Andet,Andet,32599.859
2025-09-19T00:00:00,2025-09-19T02:00:00,Andet,Elvarme eller varmepumpe,2916.357
2025-09-19T00:00:00,2025-09-19T02:00:00,Etageejendom,Andet,87413.916
2025-09-19T00:00:00,2025-09-19T02:00:00,Etageejendom,Elvarme eller varmepumpe,1898.729
2025-09-19T00:00:00,2025-09-19T02:00:00,Fritidshuse,Andet,3313.523
2025-09-19T00:00:00,2025-09-19T02:00:00,Fritidshuse,Elvarme eller varmepumpe,34285.663
2025-09-19T00:00:00,2025-09-19T02:00:00,Parcel- og rækkehuse,Andet,498232.098
2025-09-19T00:00:00,2025-09-19T02:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,164167.553
2025-09-19T00:00:00,2025-09-19T02:00:00,Ukendt,Andet,89733.208
2025-09-19T00:00:00,2025-09-19T02:00:00,Ukendt,Elvarme eller varmepumpe,28387.046
2025-09-18T23:00:00,2025-09-19T01:00:00,Andet,Andet,35608.395
2025-09-18T23:00:00,2025-09-19T01:00:00,Andet,Elvarme eller varmepumpe,3078.43
2025-09-18T23:00:00,2025-09-19T01:00:00,Etageejendom,Andet,95995.953
2025-09-18T23:00:00,2025-09-19T01:00:00,Etageejendom,Elvarme eller varmepumpe,2060.725
2025-09-18T23:00:00,2025-09-19T01:00:00,Fritidshuse,Andet,3495.108
2025-09-18T23:00:00,2025-09-19T01:00:00,Fritidshuse,Elvarme eller varmepumpe,36941.321
2025-09-18T23:00:00,2025-09-19T01:00:00,Parcel- og rækkehuse,Andet,565990.702
2025-09-18T23:00:00,2025-09-19T01:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,183969.119
2025-09-18T23:00:00,2025-09-19T01:00:00,Ukendt,Andet,102032.107
2025-09-18T23:00:00,2025-09-19T01:00:00,Ukendt,Elvarme eller varmepumpe,32107.861
2025-09-18T22:00:00,2025-09-19T00:00:00,Andet,Andet,39020.615
2025-09-18T22:00:00,2025-09-19T00:00:00,Andet,Elvarme eller varmepumpe,3353.24
2025-09-18T22:00:00,2025-09-19T00:00:00,Etageejendom,Andet,109706.182
2025-09-18T22:00:00,2025-09-19T00:00:00,Etageejendom,Elvarme eller varmepumpe,2308.926
2025-09-18T22:00:00,2025-09-19T00:00:00,Fritidshuse,Andet,3757.82
2025-09-18T22:00:00,2025-09-19T00:00:00,Fritidshuse,Elvarme eller varmepumpe,39854.099
2025-09-18T22:00:00,2025-09-19T00:00:00,Parcel- og rækkehuse,Andet,642164.507
2025-09-18T22:00:00,2025-09-19T00:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,197747.675
2025-09-18T22:00:00,2025-09-19T00:00:00,Ukendt,Andet,113343.293
2025-09-18T22:00:00,2025-09-19T00:00:00,Ukendt,Elvarme eller varmepumpe,33077.86
2025-09-18T21:00:00,2025-09-18T23:00:00,Andet,Andet,35737.389
2025-09-18T21:00:00,2025-09-18T23:00:00,Andet,Elvarme eller varmepumpe,3264.102
2025-09-18T21:00:00,2025-09-18T23:00:00,Etageejendom,Andet,127060.016
2025-09-18T21:00:00,2025-09-18T23:00:00,Etageejendom,Elvarme eller varmepumpe,2410.909
2025-09-18T21:00:00,2025-09-18T23:00:00,Fritidshuse,Andet,3765.663
2025-09-18T21:00:00,2025-09-18T23:00:00,Fritidshuse,Elvarme eller varmepumpe,39681.744
2025-09-18T21:00:00,2025-09-18T23:00:00,Parcel- og rækkehuse,Andet,475797.321
2025-09-18T21:00:00,2025-09-18T23:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,156795.381
2025-09-18T21:00:00,2025-09-18T23:00:00,Ukendt,Andet,93657.628
2025-09-18T21:00:00,2025-09-18T23:00:00,Ukendt,Elvarme eller varmepumpe,23136.255
2025-09-18T20:00:00,2025-09-18T22:00:00,Andet,Andet,39140.075
2025-09-18T20:00:00,2025-09-18T22:00:00,Andet,Elvarme eller varmepumpe,3506.384
2025-09-18T20:00:00,2025-09-18T22:00:00,Etageejendom,Andet,157674.5
2025-09-18T20:00:00,2025-09-18T22:00:00,Etageejendom,Elvarme eller varmepumpe,2798.536
2025-09-18T20:00:00,2025-09-18T22:00:00,Fritidshuse,Andet,4247.069
2025-09-18T20:00:00,2025-09-18T22:00:00,Fritidshuse,Elvarme eller varmepumpe,43623.561
2025-09-18T20:00:00,2025-09-18T22:00:00,Parcel- og rækkehuse,Andet,496096.226
2025-09-18T20:00:00,2025-09-18T22:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,164015.348
2025-09-18T20:00:00,2025-09-18T22:00:00,Ukendt,Andet,101161.235
2025-09-18T20:00:00,2025-09-18T22:00:00,Ukendt,Elvarme eller varmepumpe,24984.15
2025-09-18T19:00:00,2025-09-18T21:00:00,Andet,Andet,42303.604
2025-09-18T19:00:00,2025-09-18T21:00:00,Andet,Elvarme eller varmepumpe,3565.356
2025-09-18T19:00:00,2025-09-18T21:00:00,Etageejendom,Andet,188835.461
2025-09-18T19:00:00,2025-09-18T21:00:00,Etageejendom,Elvarme eller varmepumpe,3214.384
2025-09-18T19:00:00,2025-09-18T21:00:00,Fritidshuse,Andet,4687.181
2025-09-18T19:00:00,2025-09-18T21:00:00,Fritidshuse,Elvarme eller varmepumpe,47083.957
2025-09-18T19:00:00,2025-09-18T21:00:00,Parcel- og rækkehuse,Andet,512760.782
2025-09-18T19:00:00,2025-09-18T21:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,169070.859
2025-09-18T19:00:00,2025-09-18T21:00:00,Ukendt,Andet,107528.839
2025-09-18T19:00:00,2025-09-18T21:00:00,Ukendt,Elvarme eller varmepumpe,26529.67
2025-09-18T18:00:00,2025-09-18T20:00:00,Andet,Andet,44576.241
2025-09-18T18:00:00,2025-09-18T20:00:00,Andet,Elvarme eller varmepumpe,3663.569
2025-09-18T18:00:00,2025-09-18T20:00:00,Etageejendom,Andet,211525.338
2025-09-18T18:00:00,2025-09-18T20:00:00,Etageejendom,Elvarme eller varmepumpe,3542.49
2025-09-18T18:00:00,2025-09-18T20:00:00,Fritidshuse,Andet,5108.587
2025-09-18T18:00:00,2025-09-18T20:00:00,Fritidshuse,Elvarme eller varmepumpe,51572.96
2025-09-18T18:00:00,2025-09-18T20:00:00,Parcel- og rækkehuse,Andet,513867.659
2025-09-18T18:00:00,2025-09-18T20:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,171392.963
2025-09-18T18:00:00,2025-09-18T20:00:00,Ukendt,Andet,111224.79
2025-09-18T18:00:00,2025-09-18T20:00:00,Ukendt,Elvarme eller varmepumpe,27598.611
2025-09-18T17:00:00,2025-09-18T19:00:00,Andet,Andet,46312.945
2025-09-18T17:00:00,2025-09-18T19:00:00,Andet,Elvarme eller varmepumpe,3840.67
2025-09-18T17:00:00,2025-09-18T19:00:00,Etageejendom,Andet,229624.144
2025-09-18T17:00:00,2025-09-18T19:00:00,Etageejendom,Elvarme eller varmepumpe,3700.602
2025-09-18T17:00:00,2025-09-18T19:00:00,Fritidshuse,Andet,5334.494
2025-09-18T17:00:00,2025-09-18T19:00:00,Fritidshuse,Elvarme eller varmepumpe,55203.042
2025-09-18T17:00:00,2025-09-18T19:00:00,Parcel- og rækkehuse,Andet,529407.162
2025-09-18T17:00:00,2025-09-18T19:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,176929.505
2025-09-18T17:00:00,2025-09-18T19:00:00,Ukendt,Andet,116208.299
2025-09-18T17:00:00,2025-09-18T19:00:00,Ukendt,Elvarme eller varmepumpe,28632.843
2025-09-18T16:00:00,2025-09-18T18:00:00,Andet,Andet,47378.959
2025-09-18T16:00:00,2025-09-18T18:00:00,Andet,Elvarme eller varmepumpe,3856.288
2025-09-18T16:00:00,2025-09-18T18:00:00,Etageejendom,Andet,251511.446
2025-09-18T16:00:00,2025-09-18T18:00:00,Etageejendom,Elvarme eller varmepumpe,3943.476
2025-09-18T16:00:00,2025-09-18T18:00:00,Fritidshuse,Andet,5449.405
2025-09-18T16:00:00,2025-09-18T18:00:00,Fritidshuse,Elvarme eller varmepumpe,55399.987
2025-09-18T16:00:00,2025-09-18T18:00:00,Parcel- og rækkehuse,Andet,579474.202
2025-09-18T16:00:00,2025-09-18T18:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,181196.154
2025-09-18T16:00:00,2025-09-18T18:00:00,Ukendt,Andet,127122.482
2025-09-18T16:00:00,2025-09-18T18:00:00,Ukendt,Elvarme eller varmepumpe,29003.469
2025-09-18T15:00:00,2025-09-18T17:00:00,Andet,Andet,45052.416
2025-09-18T15:00:00,2025-09-18T17:00:00,Andet,Elvarme eller varmepumpe,3564.767
2025-09-18T15:00:00,2025-09-18T17:00:00,Etageejendom,Andet,240640.102
2025-09-18T15:00:00,2025-09-18T17:00:00,Etageejendom,Elvarme eller varmepumpe,3722.191
2025-09-18T15:00:00,2025-09-18T17:00:00,Fritidshuse,Andet,4937.168
2025-09-18T15:00:00,2025-09-18T17:00:00,Fritidshuse,Elvarme eller varmepumpe,48298.732
2025-09-18T15:00:00,2025-09-18T17:00:00,Parcel- og rækkehuse,Andet,589742.524
2025-09-18T15:00:00,2025-09-18T17:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,171874.208
2025-09-18T15:00:00,2025-09-18T17:00:00,Ukendt,Andet,125797.71
2025-09-18T15:00:00,2025-09-18T17:00:00,Ukendt,Elvarme eller varmepumpe,26784.486
2025-09-18T14:00:00,2025-09-18T16:00:00,Andet,Andet,38840.945
2025-09-18T14:00:00,2025-09-18T16:00:00,Andet,Elvarme eller varmepumpe,3168.079
2025-09-18T14:00:00,2025-09-18T16:00:00,Etageejendom,Andet,188657.411
2025-09-18T14:00:00,2025-09-18T16:00:00,Etageejendom,Elvarme eller varmepumpe,3132.359
2025-09-18T14:00:00,2025-09-18T16:00:00,Fritidshuse,Andet,4125.425
2025-09-18T14:00:00,2025-09-18T16:00:00,Fritidshuse,Elvarme eller varmepumpe,41510.296
2025-09-18T14:00:00,2025-09-18T16:00:00,Parcel- og rækkehuse,Andet,478364.278
2025-09-18T14:00:00,2025-09-18T16:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,148178.239
2025-09-18T14:00:00,2025-09-18T16:00:00,Ukendt,Andet,103892.654
2025-09-18T14:00:00,2025-09-18T16:00:00,Ukendt,Elvarme eller varmepumpe,23608.37
2025-09-18T13:00:00,2025-09-18T15:00:00,Andet,Andet,35458.713
2025-09-18T13:00:00,2025-09-18T15:00:00,Andet,Elvarme eller varmepumpe,3002.088
2025-09-18T13:00:00,2025-09-18T15:00:00,Etageejendom,Andet,162045.673
2025-09-18T13:00:00,2025-09-18T15:00:00,Etageejendom,Elvarme eller varmepumpe,2729.674
2025-09-18T13:00:00,2025-09-18T15:00:00,Fritidshuse,Andet,3808.888
2025-09-18T13:00:00,2025-09-18T15:00:00,Fritidshuse,Elvarme eller varmepumpe,39804.615
2025-09-18T13:00:00,2025-09-18T15:00:00,Parcel- og rækkehuse,Andet,416272.011
2025-09-18T13:00:00,2025-09-18T15:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,130634.899
2025-09-18T13:00:00,2025-09-18T15:00:00,Ukendt,Andet,91088.163
2025-09-18T13:00:00,2025-09-18T15:00:00,Ukendt,Elvarme eller varmepumpe,20826.582
2025-09-18T12:00:00,2025-09-18T14:00:00,Andet,Andet,34190.104
2025-09-18T12:00:00,2025-09-18T14:00:00,Andet,Elvarme eller varmepumpe,3040.625
2025-09-18T12:00:00,2025-09-18T14:00:00,Etageejendom,Andet,153547.71
2025-09-18T12:00:00,2025-09-18T14:00:00,Etageejendom,Elvarme eller varmepumpe,2635.893
2025-09-18T12:00:00,2025-09-18T14:00:00,Fritidshuse,Andet,3801.104
2025-09-18T12:00:00,2025-09-18T14:00:00,Fritidshuse,Elvarme eller varmepumpe,39595.405
2025-09-18T12:00:00,2025-09-18T14:00:00,Parcel- og rækkehuse,Andet,396308.276
2025-09-18T12:00:00,2025-09-18T14:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,124827.948
2025-09-18T12:00:00,2025-09-18T14:00:00,Ukendt,Andet,87720.363
2025-09-18T12:00:00,2025-09-18T14:00:00,Ukendt,Elvarme eller varmepumpe,20522.309
2025-09-18T11:00:00,2025-09-18T13:00:00,Andet,Andet,34059.548
2025-09-18T11:00:00,2025-09-18T13:00:00,Andet,Elvarme eller varmepumpe,3088.382
2025-09-18T11:00:00,2025-09-18T13:00:00,Etageejendom,Andet,149820.26
2025-09-18T11:00:00,2025-09-18T13:00:00,Etageejendom,Elvarme eller varmepumpe,2652.79
2025-09-18T11:00:00,2025-09-18T13:00:00,Fritidshuse,Andet,3871.354
2025-09-18T11:00:00,2025-09-18T13:00:00,Fritidshuse,Elvarme eller varmepumpe,40102.862
2025-09-18T11:00:00,2025-09-18T13:00:00,Parcel- og rækkehuse,Andet,389134.41
2025-09-18T11:00:00,2025-09-18T13:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,122371.338
2025-09-18T11:00:00,2025-09-18T13:00:00,Ukendt,Andet,85465.199
2025-09-18T11:00:00,2025-09-18T13:00:00,Ukendt,Elvarme eller varmepumpe,20258.212
2025-09-18T10:00:00,2025-09-18T12:00:00,Andet,Andet,34519.818
2025-09-18T10:00:00,2025-09-18T12:00:00,Andet,Elvarme eller varmepumpe,3228.9
2025-09-18T10:00:00,2025-09-18T12:00:00,Etageejendom,Andet,150216.322
2025-09-18T10:00:00,2025-09-18T12:00:00,Etageejendom,Elvarme eller varmepumpe,2705.822
2025-09-18T10:00:00,2025-09-18T12:00:00,Fritidshuse,Andet,3978.762
2025-09-18T10:00:00,2025-09-18T12:00:00,Fritidshuse,Elvarme eller varmepumpe,41813.202
2025-09-18T10:00:00,2025-09-18T12:00:00,Parcel- og rækkehuse,Andet,393420.229
2025-09-18T10:00:00,2025-09-18T12:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,125936.773
2025-09-18T10:00:00,2025-09-18T12:00:00,Ukendt,Andet,85590.651
2025-09-18T10:00:00,2025-09-18T12:00:00,Ukendt,Elvarme eller varmepumpe,20445.787
2025-09-18T09:00:00,2025-09-18T11:00:00,Andet,Andet,34472.076
2025-09-18T09:00:00,2025-09-18T11:00:00,Andet,Elvarme eller varmepumpe,3127.712
2025-09-18T09:00:00,2025-09-18T11:00:00,Etageejendom,Andet,146034.909
2025-09-18T09:00:00,2025-09-18T11:00:00,Etageejendom,Elvarme eller varmepumpe,2626.794
2025-09-18T09:00:00,2025-09-18T11:00:00,Fritidshuse,Andet,4122.13
2025-09-18T09:00:00,2025-09-18T11:00:00,Fritidshuse,Elvarme eller varmepumpe,42950.283
2025-09-18T09:00:00,2025-09-18T11:00:00,Parcel- og rækkehuse,Andet,367135.632
2025-09-18T09:00:00,2025-09-18T11:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,121910.381
2025-09-18T09:00:00,2025-09-18T11:00:00,Ukendt,Andet,80614.4
2025-09-18T09:00:00,2025-09-18T11:00:00,Ukendt,Elvarme eller varmepumpe,20054.708
2025-09-18T08:00:00,2025-09-18T10:00:00,Andet,Andet,33358.793
2025-09-18T08:00:00,2025-09-18T10:00:00,Andet,Elvarme eller varmepumpe,3044.927
2025-09-18T08:00:00,2025-09-18T10:00:00,Etageejendom,Andet,138441.883
2025-09-18T08:00:00,2025-09-18T10:00:00,Etageejendom,Elvarme eller varmepumpe,2509.47
2025-09-18T08:00:00,2025-09-18T10:00:00,Fritidshuse,Andet,4186.398
2025-09-18T08:00:00,2025-09-18T10:00:00,Fritidshuse,Elvarme eller varmepumpe,43831.619
2025-09-18T08:00:00,2025-09-18T10:00:00,Parcel- og rækkehuse,Andet,321818.536
2025-09-18T08:00:00,2025-09-18T10:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,112685.736
2025-09-18T08:00:00,2025-09-18T10:00:00,Ukendt,Andet,70804.37
2025-09-18T08:00:00,2025-09-18T10:00:00,Ukendt,Elvarme eller varmepumpe,18732.824
2025-09-18T07:00:00,2025-09-18T09:00:00,Andet,Andet,33618.994
2025-09-18T07:00:00,2025-09-18T09:00:00,Andet,Elvarme eller varmepumpe,3084.768
2025-09-18T07:00:00,2025-09-18T09:00:00,Etageejendom,Andet,136535.5
2025-09-18T07:00:00,2025-09-18T09:00:00,Etageejendom,Elvarme eller varmepumpe,2505.081
2025-09-18T07:00:00,2025-09-18T09:00:00,Fritidshuse,Andet,4342.962
2025-09-18T07:00:00,2025-09-18T09:00:00,Fritidshuse,Elvarme eller varmepumpe,46400.821
2025-09-18T07:00:00,2025-09-18T09:00:00,Parcel- og rækkehuse,Andet,321508.602
2025-09-18T07:00:00,2025-09-18T09:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,118026.689
2025-09-18T07:00:00,2025-09-18T09:00:00,Ukendt,Andet,70558.138
2025-09-18T07:00:00,2025-09-18T09:00:00,Ukendt,Elvarme eller varmepumpe,19694.115
2025-09-18T06:00:00,2025-09-18T08:00:00,Andet,Andet,34137.9
2025-09-18T06:00:00,2025-09-18T08:00:00,Andet,Elvarme eller varmepumpe,3182.65
2025-09-18T06:00:00,2025-09-18T08:00:00,Etageejendom,Andet,134017.839
2025-09-18T06:00:00,2025-09-18T08:00:00,Etageejendom,Elvarme eller varmepumpe,2561.481
2025-09-18T06:00:00,2025-09-18T08:00:00,Fritidshuse,Andet,4424.829
2025-09-18T06:00:00,2025-09-18T08:00:00,Fritidshuse,Elvarme eller varmepumpe,45696.443
2025-09-18T06:00:00,2025-09-18T08:00:00,Parcel- og rækkehuse,Andet,324876.565
2025-09-18T06:00:00,2025-09-18T08:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,127413.135
2025-09-18T06:00:00,2025-09-18T08:00:00,Ukendt,Andet,70747.136
2025-09-18T06:00:00,2025-09-18T08:00:00,Ukendt,Elvarme eller varmepumpe,21417.013
2025-09-18T05:00:00,2025-09-18T07:00:00,Andet,Andet,35101.925
2025-09-18T05:00:00,2025-09-18T07:00:00,Andet,Elvarme eller varmepumpe,3075.226
2025-09-18T05:00:00,2025-09-18T07:00:00,Etageejendom,Andet,130744.803
2025-09-18T05:00:00,2025-09-18T07:00:00,Etageejendom,Elvarme eller varmepumpe,2614.504
2025-09-18T05:00:00,2025-09-18T07:00:00,Fritidshuse,Andet,4130.772
2025-09-18T05:00:00,2025-09-18T07:00:00,Fritidshuse,Elvarme eller varmepumpe,39325.933
2025-09-18T05:00:00,2025-09-18T07:00:00,Parcel- og rækkehuse,Andet,339701.51
2025-09-18T05:00:00,2025-09-18T07:00:00,Parcel- og rækkehuse,Elvarme eller varmepumpe,141516.294
2025-09-18T05:00:00,2025-09-18T07:00:00,Ukendt,Andet,73269.164
2025-09-18T05:00:00,2025-09-18T07:00:00,Ukendt,Elvarme eller varmepumpe,24180.582
2025-09-18T04:00:00,2025-09-18T06:00:00,Andet,Andet,32521.446
2025-09-18T04:00:00,2025-09-18T06:00:00,Andet,Elvarme eller varmepumpe,2888.722
2025-09-18T04:00:00,2025-09-18T06:00:00,Etageejendom,Andet,108249.618
